demand_source,campaign_id,campaign_name,campaign_end_date,adset_id,adset_name,start_date,adset_end_date,primary_status,location_cluster,include
OPERATIONS_MANAGER,CA172725300536176,Ent_PG_Kelloggs_Chocos_CTV_250924_D22868,07/12/24 23:59,AT1727277759119185,105425_Chocos_Geos_TopShows_CTV_20_210924_MRPR,25/09/24 00:00,07/12/24 23:59,DELIVERING,Delhi NCR,01
ZOHO,CA172709205636120,Ent_PG_VODAFONE_Vodafone_CTV_230924_D22853,20/12/24 23:59,AT1727780960119664,105311_Vodafone_Geos_CTV_20_CPM_240924_MRPR,23/09/24 00:30,20/12/24 23:59,DELIVERING,Delhi NCR,01
ZOHO,CA172709205636120,Ent_PG_VODAFONE_Vodafone_CTV_230924_D22853,20/12/24 23:59,AT1727780960119664,105311_Vodafone_Geos_CTV_20_CPM_240924_MRPR,23/09/24 00:30,20/12/24 23:59,DELIVERING,Mumbai,01
ZOHO,CA172709205636120,Ent_PG_VODAFONE_Vodafone_CTV_230924_D22853,20/12/24 23:59,AT1727780960119664,105311_Vodafone_Geos_CTV_20_CPM_240924_MRPR,23/09/24 00:30,20/12/24 23:59,DELIVERING,Pune,01
ZOHO,CA172733408536224,Ent_Curefoods_Olio_011024_D22708,31/12/24 23:59,AT1727798229119759,104722_Olio_MF18to24_HYD_Eng_011024,01/10/24 00:30,31/12/24 23:59,DELIVERING,Bangalore,01
ZOHO,CA172733408536224,Ent_Curefoods_Olio_011024_D22708,31/12/24 23:59,AT1727798229119759,104722_Olio_MF18to24_HYD_Eng_011024,01/10/24 00:30,31/12/24 23:59,DELIVERING,Hyderabad,01
ZOHO,CA172733408536224,Ent_Curefoods_Olio_011024_D22708,31/12/24 23:59,AT1727798229119759,104722_Olio_MF18to24_HYD_Eng_011024,01/10/24 00:30,31/12/24 23:59,DELIVERING,Pune,01
ZOHO,CA172733408536224,Ent_Curefoods_Olio_011024_D22708,31/12/24 23:59,AT1727798229119759,104722_Olio_MF18to24_HYD_Eng_011024,01/10/24 00:30,31/12/24 23:59,DELIVERING,Kolkata,01
ZOHO,CA172733408536224,Ent_Curefoods_Olio_011024_D22708,31/12/24 23:59,AT1727798229119761,104723_Olio_HYD_CTV_Eng_011024,01/10/24 00:30,31/12/24 23:59,DELIVERING,Bangalore,01
ZOHO,CA172733408536224,Ent_Curefoods_Olio_011024_D22708,31/12/24 23:59,AT1727798229119761,104723_Olio_HYD_CTV_Eng_011024,01/10/24 00:30,31/12/24 23:59,DELIVERING,Hyderabad,01
ZOHO,CA172733408536224,Ent_Curefoods_Olio_011024_D22708,31/12/24 23:59,AT1727798229119761,104723_Olio_HYD_CTV_Eng_011024,01/10/24 00:30,31/12/24 23:59,DELIVERING,Pune,01
ZOHO,CA172733408536224,Ent_Curefoods_Olio_011024_D22708,31/12/24 23:59,AT1727798229119761,104723_Olio_HYD_CTV_Eng_011024,01/10/24 00:30,31/12/24 23:59,DELIVERING,Kolkata,01
ZOHO,CA172733408536224,Ent_Curefoods_Olio_011024_D22708,31/12/24 23:59,AT1727798230119762,104724_Olio_MF25to34_HYD_Eng_011024,01/10/24 00:30,31/12/24 23:59,DELIVERING,Bangalore,01
ZOHO,CA172733408536224,Ent_Curefoods_Olio_011024_D22708,31/12/24 23:59,AT1727798230119762,104724_Olio_MF25to34_HYD_Eng_011024,01/10/24 00:30,31/12/24 23:59,DELIVERING,Hyderabad,01
ZOHO,CA172733408536224,Ent_Curefoods_Olio_011024_D22708,31/12/24 23:59,AT1727798230119762,104724_Olio_MF25to34_HYD_Eng_011024,01/10/24 00:30,31/12/24 23:59,DELIVERING,Pune,01
ZOHO,CA172733408536224,Ent_Curefoods_Olio_011024_D22708,31/12/24 23:59,AT1727798230119762,104724_Olio_MF25to34_HYD_Eng_011024,01/10/24 00:30,31/12/24 23:59,DELIVERING,Kolkata,01
ZOHO,CA172780429336428,Ent_Uber_Uber_031024_D23070,20/12/24 23:59,AT1727937254119968,106511_Uber_Hyd_Telugu_15_031024_MR,03/10/24 00:00,20/12/24 23:59,DELIVERING,Hyderabad,01
ZOHO,CA172780429336428,Ent_Uber_Uber_031024_D23070,20/12/24 23:59,AT1727937254119970,106512_Uber_Hyd_Telugu_25_031024_MR,03/10/24 00:30,20/12/24 23:59,DELIVERING,Hyderabad,01
ZOHO,CA172780429336428,Ent_Uber_Uber_031024_D23070,20/12/24 23:59,AT1727968287120227,106510_Uber_CheHyd_25_031024_MR,06/10/24 00:30,20/12/24 23:59,DELIVERING,Chennai,01
ZOHO,CA172780429336428,Ent_Uber_Uber_031024_D23070,20/12/24 23:59,AT1727968287120228,106515_Uber_CheHyd_Moto_15_031024_MR,06/10/24 00:30,20/12/24 23:59,DELIVERING,Chennai,01
ZOHO,CA172780429336428,Ent_Uber_Uber_031024_D23070,20/12/24 23:59,AT1727968288120230,106740_Uber_HydChe_Auto_15_031024_MR,03/10/24 00:30,20/12/24 23:59,DELIVERING,Hyderabad,01
ZOHO,CA172804192236540,Ent_NIVEA_BodyMilk_011024_D23058,31/12/24 23:59,AT1728050658120400,106463_NIVEABodyMilk_F18to34_Geos_011024_MRPR,01/10/24 00:30,31/12/24 23:59,DELIVERING,Bangalore,01
ZOHO,CA172804192236540,Ent_NIVEA_BodyMilk_011024_D23058,31/12/24 23:59,AT1728050658120400,106463_NIVEABodyMilk_F18to34_Geos_011024_MRPR,01/10/24 00:30,31/12/24 23:59,DELIVERING,Delhi NCR,01
ZOHO,CA172804192236540,Ent_NIVEA_BodyMilk_011024_D23058,31/12/24 23:59,AT1728050658120400,106463_NIVEABodyMilk_F18to34_Geos_011024_MRPR,01/10/24 00:30,31/12/24 23:59,DELIVERING,Hyderabad,01
ZOHO,CA172804192236540,Ent_NIVEA_BodyMilk_011024_D23058,31/12/24 23:59,AT1728050658120400,106463_NIVEABodyMilk_F18to34_Geos_011024_MRPR,01/10/24 00:30,31/12/24 23:59,DELIVERING,Mumbai,01
ZOHO,CA172804192236540,Ent_NIVEA_BodyMilk_011024_D23058,31/12/24 23:59,AT1728050658120400,106463_NIVEABodyMilk_F18to34_Geos_011024_MRPR,01/10/24 00:30,31/12/24 23:59,DELIVERING,Pune,01
ZOHO,CA172804192236540,Ent_NIVEA_BodyMilk_011024_D23058,31/12/24 23:59,AT1728050658120400,106463_NIVEABodyMilk_F18to34_Geos_011024_MRPR,01/10/24 00:30,31/12/24 23:59,DELIVERING,Kolkata,01
ZOHO,CA172804192236540,Ent_NIVEA_BodyMilk_011024_D23058,31/12/24 23:59,AT1728050658120400,106463_NIVEABodyMilk_F18to34_Geos_011024_MRPR,01/10/24 00:30,31/12/24 23:59,DELIVERING,Chennai,01
ZOHO,CA172780429336428,Ent_Uber_Uber_031024_D23070,20/12/24 23:59,AT1728119878120548,106726_Uber_CheAuto_Auto_15_031024_MR,06/10/24 00:30,20/12/24 23:59,DELIVERING,Chennai,01
ZOHO,CA172733406936223,Ent_YUMPLUM_NomadPizza_011024_D22711,31/12/24 23:59,AT1728373392120812,104734_NomadPizza_Chennai_Shows_CTV_011024,01/10/24 00:30,31/12/24 23:59,DELIVERING,Chennai,01
ZOHO,CA172733406936223,Ent_YUMPLUM_NomadPizza_011024_D22711,31/12/24 23:59,AT1728373392120813,104731_NomadPizza_Kolkata_Shows_CTV_011024,01/10/24 00:30,31/12/24 23:59,DELIVERING,Kolkata,01
ZOHO,CA172733406936223,Ent_YUMPLUM_NomadPizza_011024_D22711,31/12/24 23:59,AT1728373392120814,104737_NomadPizza_Bang_Shows_CTV_011024,01/10/24 00:30,31/12/24 23:59,DELIVERING,Bangalore,01
ZOHO,CA172733406936223,Ent_YUMPLUM_NomadPizza_011024_D22711,31/12/24 23:59,AT1728373392120815,104729_NomadPizza_HYD_Shows_CTV_011024,01/10/24 00:30,31/12/24 23:59,DELIVERING,Hyderabad,01
ZOHO,CA172733406936223,Ent_YUMPLUM_NomadPizza_011024_D22711,31/12/24 23:59,AT1728373393120817,104735_NomadPizza_Cities_1_011024_PA,01/10/24 00:30,31/12/24 23:59,DELIVERING,Bangalore,01
ZOHO,CA172733406936223,Ent_YUMPLUM_NomadPizza_011024_D22711,31/12/24 23:59,AT1728373393120817,104735_NomadPizza_Cities_1_011024_PA,01/10/24 00:30,31/12/24 23:59,DELIVERING,Kolkata,01
ZOHO,CA172733406936223,Ent_YUMPLUM_NomadPizza_011024_D22711,31/12/24 23:59,AT1728373393120817,104735_NomadPizza_Cities_1_011024_PA,01/10/24 00:30,31/12/24 23:59,DELIVERING,Chennai,01
ZOHO,CA172838841836660,Ent_PG_DS_CatchMasalaSpices_081024_D23183,24/11/24 23:59,AT1728462360121042,107357_CatchMasalaSpices_Delhi_F25to44_Mob_15_CPM_081024_MRPR,08/10/24 00:30,24/11/24 23:59,DELIVERING,Delhi NCR,01
ZOHO,CA172838841836660,Ent_PG_DS_CatchMasalaSpices_081024_D23183,24/11/24 23:59,AT1728462360121043,107330_CatchMasalaSpices_Delhi_CTV_15_CPM_081024_MRPR,08/10/24 00:30,24/11/24 23:59,DELIVERING,Delhi NCR,01
ZOHO,CA172847175536689,Ent_VibgyorHighschool_Vibgyor_091024_D23197,31/12/24 23:59,AT1728575915121300,107500_Vibgyor_Geo_1_CPM_091024_BB,09/10/24 00:30,31/12/24 23:59,DELIVERING,Bangalore,01
ZOHO,CA172847175536689,Ent_VibgyorHighschool_Vibgyor_091024_D23197,31/12/24 23:59,AT1728575915121300,107500_Vibgyor_Geo_1_CPM_091024_BB,09/10/24 00:30,31/12/24 23:59,DELIVERING,Mumbai,01
ZOHO,CA172847175536689,Ent_VibgyorHighschool_Vibgyor_091024_D23197,31/12/24 23:59,AT1728575915121300,107500_Vibgyor_Geo_1_CPM_091024_BB,09/10/24 00:30,31/12/24 23:59,DELIVERING,Pune,01
ZOHO,CA172853643236714,Ent_PG_ASIAN_AsianPaints_101024_D23210,24/12/24 23:59,AT1728585350121308,107531_AsianPaints_Geos_CTV_15_CPM_101024_MRPR,10/10/24 00:30,24/12/24 23:59,DELIVERING,Bangalore,01
ZOHO,CA172853643236714,Ent_PG_ASIAN_AsianPaints_101024_D23210,24/12/24 23:59,AT1728585350121308,107531_AsianPaints_Geos_CTV_15_CPM_101024_MRPR,10/10/24 00:30,24/12/24 23:59,DELIVERING,Delhi NCR,01
ZOHO,CA172853643236714,Ent_PG_ASIAN_AsianPaints_101024_D23210,24/12/24 23:59,AT1728585350121308,107531_AsianPaints_Geos_CTV_15_CPM_101024_MRPR,10/10/24 00:30,24/12/24 23:59,DELIVERING,Hyderabad,01
ZOHO,CA172853643236714,Ent_PG_ASIAN_AsianPaints_101024_D23210,24/12/24 23:59,AT1728585350121308,107531_AsianPaints_Geos_CTV_15_CPM_101024_MRPR,10/10/24 00:30,24/12/24 23:59,DELIVERING,Mumbai,01
ZOHO,CA172853643236714,Ent_PG_ASIAN_AsianPaints_101024_D23210,24/12/24 23:59,AT1728585350121308,107531_AsianPaints_Geos_CTV_15_CPM_101024_MRPR,10/10/24 00:30,24/12/24 23:59,DELIVERING,Pune,01
ZOHO,CA172853643236714,Ent_PG_ASIAN_AsianPaints_101024_D23210,24/12/24 23:59,AT1728585350121308,107531_AsianPaints_Geos_CTV_15_CPM_101024_MRPR,10/10/24 00:30,24/12/24 23:59,DELIVERING,Kolkata,01
ZOHO,CA172853643236714,Ent_PG_ASIAN_AsianPaints_101024_D23210,24/12/24 23:59,AT1728585350121308,107531_AsianPaints_Geos_CTV_15_CPM_101024_MRPR,10/10/24 00:30,24/12/24 23:59,DELIVERING,Chennai,01
OPERATIONS_MANAGER,CA172862670236758,Ent_Video_BLS_Control_128,20/01/25 23:59,AT1728660325121454,QID_3925_NomadPizza_Control,11/10/24 00:00,31/12/24 23:59,DELIVERING,Bangalore,01
OPERATIONS_MANAGER,CA172862670236758,Ent_Video_BLS_Control_128,20/01/25 23:59,AT1728660325121454,QID_3925_NomadPizza_Control,11/10/24 00:00,31/12/24 23:59,DELIVERING,Kolkata,01
OPERATIONS_MANAGER,CA172862670236758,Ent_Video_BLS_Control_128,20/01/25 23:59,AT1728660325121454,QID_3925_NomadPizza_Control,11/10/24 00:00,31/12/24 23:59,DELIVERING,Hyderabad,01
OPERATIONS_MANAGER,CA172862670236758,Ent_Video_BLS_Control_128,20/01/25 23:59,AT1728660325121454,QID_3925_NomadPizza_Control,11/10/24 00:00,31/12/24 23:59,DELIVERING,Chennai,01
ZOHO,CA172861955036752,Ent_Ferrero_KinderSchokobons_111024_D23239,31/12/24 23:59,AT1728661103121460,107682_KinderSchokobons_F25to44_Pune_IBT_MR,11/10/24 00:30,31/12/24 23:59,DELIVERING,Pune,01
ZOHO,CA172861955036752,Ent_Ferrero_KinderSchokobons_111024_D23239,31/12/24 23:59,AT1728661103121465,107678_KinderSchokobons_F25to44_Kolkata_IBT_MR,11/10/24 00:30,31/12/24 23:59,DELIVERING,Kolkata,01
ZOHO,CA172861955036752,Ent_Ferrero_KinderSchokobons_111024_D23239,31/12/24 23:59,AT1728661104121468,107683_KinderSchokobons_F25to44_Delhi_IBT_MR,11/10/24 00:30,31/12/24 23:59,DELIVERING,Delhi NCR,01
ZOHO,CA172861955036752,Ent_Ferrero_KinderSchokobons_111024_D23239,31/12/24 23:59,AT1728661104121469,107674_KinderSchokobons_F25to44_Bangalore_IBT_MR,11/10/24 00:30,31/12/24 23:59,DELIVERING,Bangalore,01
ZOHO,CA172861955036752,Ent_Ferrero_KinderSchokobons_111024_D23239,31/12/24 23:59,AT1728661104121471,107679_KinderSchokobons_F25to44_Chennai_IBT_MR,11/10/24 00:30,31/12/24 23:59,DELIVERING,Chennai,01
ZOHO,CA172861955036752,Ent_Ferrero_KinderSchokobons_111024_D23239,31/12/24 23:59,AT1728661104121474,107684_KinderSchokobons_F25to44_Hyderabad_IBT_MR,11/10/24 00:30,31/12/24 23:59,DELIVERING,Hyderabad,01
ZOHO,CA172861955036752,Ent_Ferrero_KinderSchokobons_111024_D23239,31/12/24 23:59,AT1728661105121475,107685_KinderSchokobons_F25to44_Mumbai_IBT_MR,11/10/24 00:30,31/12/24 23:59,DELIVERING,Mumbai,01
ZOHO,CA172863500736771,Ent_Manyavar_Mohey_141024_D23230,25/01/25 23:59,AT1728740537121517,107626_Mohey_F13Plus_Geos_IBT_30_CPM_141024_MR,14/10/24 00:30,25/01/25 23:59,DELIVERING,Bangalore,01
ZOHO,CA172863500736771,Ent_Manyavar_Mohey_141024_D23230,25/01/25 23:59,AT1728740537121517,107626_Mohey_F13Plus_Geos_IBT_30_CPM_141024_MR,14/10/24 00:30,25/01/25 23:59,DELIVERING,Delhi NCR,01
ZOHO,CA172863500736771,Ent_Manyavar_Mohey_141024_D23230,25/01/25 23:59,AT1728740537121517,107626_Mohey_F13Plus_Geos_IBT_30_CPM_141024_MR,14/10/24 00:30,25/01/25 23:59,DELIVERING,Hyderabad,01
ZOHO,CA172863500736771,Ent_Manyavar_Mohey_141024_D23230,25/01/25 23:59,AT1728740537121517,107626_Mohey_F13Plus_Geos_IBT_30_CPM_141024_MR,14/10/24 00:30,25/01/25 23:59,DELIVERING,Mumbai,01
ZOHO,CA172863500736771,Ent_Manyavar_Mohey_141024_D23230,25/01/25 23:59,AT1728740537121517,107626_Mohey_F13Plus_Geos_IBT_30_CPM_141024_MR,14/10/24 00:30,25/01/25 23:59,DELIVERING,Pune,01
ZOHO,CA172863500736771,Ent_Manyavar_Mohey_141024_D23230,25/01/25 23:59,AT1728740537121517,107626_Mohey_F13Plus_Geos_IBT_30_CPM_141024_MR,14/10/24 00:30,25/01/25 23:59,DELIVERING,Kolkata,01
ZOHO,CA172863500736771,Ent_Manyavar_Mohey_141024_D23230,25/01/25 23:59,AT1728740537121517,107626_Mohey_F13Plus_Geos_IBT_30_CPM_141024_MR,14/10/24 00:30,25/01/25 23:59,DELIVERING,Chennai,01
ZOHO,CA172863500736771,Ent_Manyavar_Mohey_141024_D23230,25/01/25 23:59,AT1728740537121519,107622_Mohey_F13Plus_Geos_IBT_15_CPM_141024_MR,14/10/24 00:30,25/01/25 23:59,DELIVERING,Bangalore,01
ZOHO,CA172863500736771,Ent_Manyavar_Mohey_141024_D23230,25/01/25 23:59,AT1728740537121519,107622_Mohey_F13Plus_Geos_IBT_15_CPM_141024_MR,14/10/24 00:30,25/01/25 23:59,DELIVERING,Delhi NCR,01
ZOHO,CA172863500736771,Ent_Manyavar_Mohey_141024_D23230,25/01/25 23:59,AT1728740537121519,107622_Mohey_F13Plus_Geos_IBT_15_CPM_141024_MR,14/10/24 00:30,25/01/25 23:59,DELIVERING,Hyderabad,01
ZOHO,CA172863500736771,Ent_Manyavar_Mohey_141024_D23230,25/01/25 23:59,AT1728740537121519,107622_Mohey_F13Plus_Geos_IBT_15_CPM_141024_MR,14/10/24 00:30,25/01/25 23:59,DELIVERING,Mumbai,01
ZOHO,CA172863500736771,Ent_Manyavar_Mohey_141024_D23230,25/01/25 23:59,AT1728740537121519,107622_Mohey_F13Plus_Geos_IBT_15_CPM_141024_MR,14/10/24 00:30,25/01/25 23:59,DELIVERING,Pune,01
ZOHO,CA172863500736771,Ent_Manyavar_Mohey_141024_D23230,25/01/25 23:59,AT1728740537121519,107622_Mohey_F13Plus_Geos_IBT_15_CPM_141024_MR,14/10/24 00:30,25/01/25 23:59,DELIVERING,Kolkata,01
ZOHO,CA172863500736771,Ent_Manyavar_Mohey_141024_D23230,25/01/25 23:59,AT1728740537121519,107622_Mohey_F13Plus_Geos_IBT_15_CPM_141024_MR,14/10/24 00:30,25/01/25 23:59,DELIVERING,Chennai,01
OPERATIONS_MANAGER,CA172889748436821,Ent_Video_BLS_Control_129,25/05/25 23:59,AT1728905720121622,QID_3926_Oliopizza_Control,14/10/24 00:00,31/12/24 23:59,DELIVERING,Kolkata,01
ZOHO,CA172865566536800,Ent_Sauditourismauthorit_SaudiTourismAuthorit_151024_D23254,31/12/24 23:59,AT1728933174121668,107767_SaudiTourismAuthorit_Geos_011224_MR,01/12/24 00:30,31/12/24 23:59,DELIVERING,Bangalore,01
ZOHO,CA172865566536800,Ent_Sauditourismauthorit_SaudiTourismAuthorit_151024_D23254,31/12/24 23:59,AT1728933174121668,107767_SaudiTourismAuthorit_Geos_011224_MR,01/12/24 00:30,31/12/24 23:59,DELIVERING,Delhi NCR,01
ZOHO,CA172865566536800,Ent_Sauditourismauthorit_SaudiTourismAuthorit_151024_D23254,31/12/24 23:59,AT1728933174121668,107767_SaudiTourismAuthorit_Geos_011224_MR,01/12/24 00:30,31/12/24 23:59,DELIVERING,Hyderabad,01
ZOHO,CA172865566536800,Ent_Sauditourismauthorit_SaudiTourismAuthorit_151024_D23254,31/12/24 23:59,AT1728933174121668,107767_SaudiTourismAuthorit_Geos_011224_MR,01/12/24 00:30,31/12/24 23:59,DELIVERING,Mumbai,01
ZOHO,CA172865566536800,Ent_Sauditourismauthorit_SaudiTourismAuthorit_151024_D23254,31/12/24 23:59,AT1728933174121668,107767_SaudiTourismAuthorit_Geos_011224_MR,01/12/24 00:30,31/12/24 23:59,DELIVERING,Chennai,01
ZOHO,CA172865566536800,Ent_Sauditourismauthorit_SaudiTourismAuthorit_151024_D23254,31/12/24 23:59,AT1728933174121669,107766_SaudiTourismAuthorit_Geos_CTV_011224_MR,01/12/24 00:30,31/12/24 23:59,DELIVERING,Bangalore,01
ZOHO,CA172865566536800,Ent_Sauditourismauthorit_SaudiTourismAuthorit_151024_D23254,31/12/24 23:59,AT1728933174121669,107766_SaudiTourismAuthorit_Geos_CTV_011224_MR,01/12/24 00:30,31/12/24 23:59,DELIVERING,Delhi NCR,01
ZOHO,CA172865566536800,Ent_Sauditourismauthorit_SaudiTourismAuthorit_151024_D23254,31/12/24 23:59,AT1728933174121669,107766_SaudiTourismAuthorit_Geos_CTV_011224_MR,01/12/24 00:30,31/12/24 23:59,DELIVERING,Hyderabad,01
ZOHO,CA172865566536800,Ent_Sauditourismauthorit_SaudiTourismAuthorit_151024_D23254,31/12/24 23:59,AT1728933174121669,107766_SaudiTourismAuthorit_Geos_CTV_011224_MR,01/12/24 00:30,31/12/24 23:59,DELIVERING,Mumbai,01
ZOHO,CA172865566536800,Ent_Sauditourismauthorit_SaudiTourismAuthorit_151024_D23254,31/12/24 23:59,AT1728933174121669,107766_SaudiTourismAuthorit_Geos_CTV_011224_MR,01/12/24 00:30,31/12/24 23:59,DELIVERING,Chennai,01
ZOHO,CA172847175536689,Ent_VibgyorHighschool_Vibgyor_091024_D23197,31/12/24 23:59,AT1728975520121680,107501_Vibgyor_Geo_Pausead_1_CPM_091024_BB,09/10/24 00:30,31/12/24 23:59,DELIVERING,Bangalore,01
ZOHO,CA172847175536689,Ent_VibgyorHighschool_Vibgyor_091024_D23197,31/12/24 23:59,AT1728975520121680,107501_Vibgyor_Geo_Pausead_1_CPM_091024_BB,09/10/24 00:30,31/12/24 23:59,DELIVERING,Mumbai,01
ZOHO,CA172847175536689,Ent_VibgyorHighschool_Vibgyor_091024_D23197,31/12/24 23:59,AT1728975520121680,107501_Vibgyor_Geo_Pausead_1_CPM_091024_BB,09/10/24 00:30,31/12/24 23:59,DELIVERING,Pune,01
ZOHO,CA172682245636064,Ent_PG_Amazon_Amazonin_200924_D22819,06/12/24 23:59,AT1729172881122034,108064_Amazonin_MF18_MUM_20k_6_171024_MRPR,17/10/24 00:30,06/12/24 23:59,DELIVERING,Mumbai,01
ZOHO,CA172682245636064,Ent_PG_Amazon_Amazonin_200924_D22819,06/12/24 23:59,AT1729172881122035,108074_Amazonin_MF18_RoMH_20k_6_171024_MRPR,17/10/24 00:30,06/12/24 23:59,DELIVERING,Mumbai,00
